StartTime(UTC),EndTime(UTC),TimeZone,LocationLat,LocationLng,Distance(mi),AirportCode,Number,Street,Side,City,County,State,ZipCode
12/16/2016 19:44,12/16/2016 19:59,US/Pacific,37.723743,-121.650673,2.47,KLVK,,I-580 W,R,Livermore,Alameda,CA,94550
12/16/2016 19:40,12/16/2016 19:56,US/Pacific,38.592567,-121.445274,1.91,KMCC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95815
12/16/2016 19:46,12/16/2016 19:57,US/Pacific,39.296574,-120.674675,2.03,KBLU,,I-80 W,R,Alta,Placer,CA,95701
12/16/2016 19:54,12/16/2016 20:06,US/Pacific,38.499187,-122.760605,0.64,KSTS,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95403
12/16/2016 19:58,12/16/2016 20:28,US/Pacific,37.664108,-122.465477,0.01,KSFO,,Junipero Serra Fwy N,R,Daly City,San Mateo,CA,94015
12/16/2016 19:49,12/16/2016 20:04,US/Pacific,37.651745,-122.406784,1.61,KSFO,,US-101 N,R,South San Francisco,San Mateo,CA,94080
12/16/2016 19:53,12/16/2016 20:04,US/Pacific,37.823631,-122.319168,0.54,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
12/16/2016 19:53,12/16/2016 20:04,US/Pacific,37.540279,-122.284134,1.55,KSQL,,Bayshore Fwy S,R,San Mateo,San Mateo,CA,94403
12/16/2016 19:59,12/16/2016 20:29,US/Pacific,38.141289,-122.22464,0.01,KAPC,,Marine World Pkwy W,R,Vallejo,Solano,CA,94589
12/16/2016 19:50,12/16/2016 20:19,US/Pacific,37.105251,-122.051582,0,KWVI,10639,Lompico Rd,L,Felton,Santa Cruz,CA,95018
12/16/2016 19:40,12/16/2016 20:06,US/Pacific,37.526703,-121.996475,6.56,KPAO,,Nimitz Fwy S,R,Newark,Alameda,CA,94560
12/16/2016 19:51,12/16/2016 20:21,US/Pacific,36.988304,-121.957245,0.01,KWVI,4678,Soquel Dr,R,Soquel,Santa Cruz,CA,95073
12/16/2016 20:07,12/16/2016 20:18,US/Pacific,37.77087,-122.419724,0.55,KSFO,1698,Mission St,R,San Francisco,San Francisco,CA,94103
12/16/2016 20:00,12/16/2016 20:14,US/Pacific,37.774506,-122.396172,0.36,KOAK,599,King St,R,San Francisco,San Francisco,CA,94158
12/16/2016 19:40,12/16/2016 20:18,US/Pacific,37.537491,-122.015854,2.43,KPAO,,Nimitz Fwy S,R,Newark,Alameda,CA,94560
12/16/2016 20:06,12/16/2016 20:20,US/Pacific,37.250652,-121.920982,1.2,KSJC,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95124
12/16/2016 19:56,12/16/2016 20:16,US/Pacific,37.37397,-121.902382,2.67,KSJC,,I-880 N,R,San Jose,Santa Clara,CA,95112
12/16/2016 19:58,12/16/2016 20:20,US/Pacific,37.362213,-121.883049,1.8,KSJC,,US-101 N,R,San Jose,Santa Clara,CA,95112
12/16/2016 20:00,12/16/2016 20:29,US/Pacific,38.003662,-121.837479,0.01,KCCR,,Somersville Rd,R,Antioch,Contra Costa,CA,94509
12/16/2016 20:04,12/16/2016 20:24,US/Pacific,37.787415,-122.403412,0.68,KSFO,5,3rd St,L,San Francisco,San Francisco,CA,94103
12/16/2016 20:09,12/16/2016 20:26,US/Pacific,37.11377,-121.974632,0.43,KSJC,24543,Santa Cruz Hwy,L,Los Gatos,Santa Cruz,CA,95033
12/16/2016 20:12,12/16/2016 20:26,US/Pacific,37.378624,-121.950798,1.35,KSJC,,US-101 N,R,Santa Clara,Santa Clara,CA,95054
12/16/2016 20:14,12/16/2016 20:26,US/Pacific,37.316677,-121.829628,1.3,KRHV,,US-101 N,R,San Jose,Santa Clara,CA,95121
12/16/2016 20:04,12/16/2016 20:24,US/Pacific,37.7397,-121.442657,0.98,KSCK,1319,W 11th St,R,Tracy,San Joaquin,CA,95376
12/16/2016 20:27,12/16/2016 20:38,US/Pacific,37.800903,-122.447807,0.95,KSFO,234,Richardson Ave,R,San Francisco,San Francisco,CA,94129
12/16/2016 20:16,12/16/2016 20:38,US/Pacific,37.774746,-122.419098,0.8,KSFO,7,S Van Ness Ave,L,San Francisco,San Francisco,CA,94103
12/16/2016 20:25,12/16/2016 20:55,US/Pacific,37.740467,-122.196381,0.01,KOAK,,Hegenberger Rd,R,Oakland,Alameda,CA,94621
12/16/2016 20:26,12/16/2016 20:56,US/Pacific,37.628124,-122.121002,0.01,KHWD,,Clawiter Rd,R,Hayward,Alameda,CA,94545
12/16/2016 20:27,12/16/2016 20:57,US/Pacific,37.391258,-121.995895,0.01,KNUQ,,Lawrence Expy,R,Sunnyvale,Santa Clara,CA,94085
12/16/2016 20:27,12/16/2016 20:57,US/Pacific,37.316704,-121.940376,0.01,KSJC,,I-880 S,R,San Jose,Santa Clara,CA,95128
12/16/2016 20:25,12/16/2016 20:55,US/Pacific,37.250973,-121.932243,0.01,KSJC,,CA-85 S,R,San Jose,Santa Clara,CA,95124
12/16/2016 20:28,12/16/2016 20:58,US/Pacific,37.373634,-121.927773,0.01,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110
12/16/2016 20:05,12/16/2016 20:38,US/Pacific,37.636024,-121.800148,2.44,KLVK,,Vallecitos Rd,R,Livermore,Alameda,CA,94550
12/16/2016 20:26,12/16/2016 20:55,US/Pacific,39.50367,-121.45974,0.01,KOVE,5300,Olive Hwy,L,Oroville,Butte,CA,95966
12/16/2016 20:33,12/16/2016 21:03,US/Pacific,37.986668,-122.314369,0.01,KCCR,,Richmond Pkwy,R,Pinole,Contra Costa,CA,94564
12/16/2016 20:39,12/16/2016 21:09,US/Pacific,37.848015,-122.298782,0.01,KOAK,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710
12/16/2016 20:36,12/16/2016 21:06,US/Pacific,37.891762,-122.171265,0.01,KCCR,,CA-24 W,R,Orinda,Contra Costa,CA,94563
12/16/2016 20:34,12/16/2016 20:49,US/Pacific,36.768425,-121.668755,1.29,KSNS,784,El Camino Real N,L,Salinas,Monterey,CA,93907
12/16/2016 20:32,12/16/2016 21:02,US/Pacific,37.719002,-121.661842,0.01,KLVK,,I-580 W,R,Livermore,Alameda,CA,94550
12/16/2016 20:48,12/16/2016 21:17,US/Pacific,38.012856,-122.174706,0,KCCR,,John Muir Pkwy E,R,Martinez,Contra Costa,CA,94553
12/16/2016 20:36,12/16/2016 20:57,US/Pacific,37.690777,-122.093018,1.97,KHWD,,I-580 W,R,Castro Valley,Alameda,CA,94546
12/16/2016 20:55,12/16/2016 21:06,US/Pacific,37.773914,-122.418976,0.43,KSFO,65,S Van Ness Ave,L,San Francisco,San Francisco,CA,94103
12/16/2016 20:36,12/16/2016 21:06,US/Pacific,37.764641,-122.405113,1.22,KSFO,,17th St,R,San Francisco,San Francisco,CA,94103
12/16/2016 20:50,12/16/2016 21:19,US/Pacific,37.460815,-122.290451,0.01,KSQL,,Junipero Serra Fwy N,R,Redwood City,San Mateo,CA,94062
12/16/2016 20:40,12/16/2016 21:09,US/Pacific,37.305794,-121.879807,2.69,KSJC,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125
12/16/2016 20:52,12/16/2016 21:21,US/Pacific,37.34771,-121.841141,0.01,KRHV,,I-680 S,R,San Jose,Santa Clara,CA,95116
12/16/2016 21:06,12/16/2016 21:17,US/Pacific,39.121746,-123.19455,0.28,KUKI,,US-101 N,R,Ukiah,Mendocino,CA,95482
12/16/2016 21:05,12/16/2016 21:18,US/Pacific,37.775135,-122.419189,0.73,KSFO,,Van Ness Ave,R,San Francisco,San Francisco,CA,94102
12/16/2016 21:02,12/16/2016 21:32,US/Pacific,37.733097,-122.405617,0.01,KSFO,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134
12/16/2016 21:04,12/16/2016 21:34,US/Pacific,37.863934,-122.302826,0.01,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
12/16/2016 21:01,12/16/2016 21:31,US/Pacific,37.701385,-121.85157,0.01,KLVK,,I-580 W,R,Pleasanton,Alameda,CA,94588
12/16/2016 21:00,12/16/2016 21:28,US/Pacific,37.751457,-122.476166,1.09,KSFO,1948,19th Ave,L,San Francisco,San Francisco,CA,94116
12/16/2016 21:17,12/16/2016 21:47,US/Pacific,37.164341,-121.990097,0.01,KSJC,20892,Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033
12/16/2016 21:17,12/16/2016 21:28,US/Pacific,37.375237,-121.933632,0.01,KSJC,,US-101 N,R,San Jose,Santa Clara,CA,95110
12/16/2016 21:23,12/16/2016 21:52,US/Pacific,37.750099,-122.39225,0.01,KOAK,,Cesar Chavez,R,San Francisco,San Francisco,CA,94107
12/16/2016 21:24,12/16/2016 21:35,US/Pacific,37.834213,-122.295113,3,KOAK,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608
12/16/2016 21:25,12/16/2016 21:54,US/Pacific,37.419128,-121.9646,0.01,KSJC,,CA-237 W,R,San Jose,Santa Clara,CA,95134
12/16/2016 21:12,12/16/2016 21:50,US/Pacific,37.778275,-122.401726,3.3,KOAK,,I-80 W,R,San Francisco,San Francisco,CA,94107
12/16/2016 21:23,12/16/2016 21:48,US/Pacific,37.776997,-122.39344,1.33,KOAK,274,King St,R,San Francisco,San Francisco,CA,94107
12/16/2016 21:45,12/16/2016 21:56,US/Pacific,37.377682,-121.946075,1.08,KSJC,,US-101 N,R,Santa Clara,Santa Clara,CA,95054
12/16/2016 21:51,12/16/2016 22:20,US/Pacific,38.216373,-122.603455,0.01,KO69,,Redwood Hwy S,R,Petaluma,Sonoma,CA,94952
12/16/2016 21:51,12/16/2016 22:05,US/Pacific,38.199787,-122.598625,1.69,KO69,98,Gunn Dr,R,Petaluma,Sonoma,CA,94952
12/16/2016 21:55,12/16/2016 22:07,US/Pacific,37.796745,-122.423553,0.3,KOAK,2298,Van Ness Ave,R,San Francisco,San Francisco,CA,94109
12/16/2016 21:03,12/16/2016 22:08,US/Pacific,37.765942,-122.405212,2.45,KSFO,1800,16th St,R,San Francisco,San Francisco,CA,94103
12/16/2016 21:54,12/16/2016 22:23,US/Pacific,37.883526,-122.30864,0.01,KOAK,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710
12/16/2016 21:48,12/16/2016 22:04,US/Pacific,37.85989,-122.301697,1.53,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
12/16/2016 21:58,12/16/2016 22:19,US/Pacific,37.539268,-122.017456,2.28,KPAO,,Nimitz Fwy S,R,Newark,Alameda,CA,94560
12/16/2016 22:03,12/16/2016 22:30,US/Pacific,37.790337,-122.386238,2.25,KOAK,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94111
12/16/2016 22:18,12/16/2016 22:28,US/Pacific,37.860691,-122.302155,1.54,KOAK,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710
12/16/2016 22:12,12/16/2016 22:28,US/Pacific,37.993904,-122.297638,1.5,KCCR,,I-80 E,R,Pinole,Contra Costa,CA,94564
12/16/2016 22:14,12/16/2016 22:28,US/Pacific,37.335079,-122.032181,1.74,KNUQ,10756,N De Anza Blvd,R,Cupertino,Santa Clara,CA,95014
12/16/2016 22:23,12/16/2016 23:07,US/Pacific,37.612343,-122.395111,0.01,KSFO,,US-101 N,R,Millbrae,San Mateo,CA,94030
12/16/2016 22:22,12/16/2016 22:34,US/Pacific,37.697784,-122.392456,1.24,KSFO,,US-101 N,R,Brisbane,San Mateo,CA,94005
12/16/2016 22:29,12/16/2016 22:59,US/Pacific,37.545795,-122.288956,0.01,KSQL,,US-101 N,R,San Mateo,San Mateo,CA,94403
12/16/2016 22:30,12/16/2016 23:00,US/Pacific,37.575916,-121.880997,0.01,KLVK,,I-680 S,R,Sunol,Alameda,CA,94586
12/16/2016 22:35,12/16/2016 22:47,US/Pacific,38.888588,-123.053398,0.28,KUKI,21260,S Highway 101,L,Hopland,Mendocino,CA,95449
12/16/2016 22:38,12/16/2016 22:49,US/Pacific,38.251282,-122.636475,1.37,KO69,,Redwood Hwy S,R,Petaluma,Sonoma,CA,94954
12/16/2016 22:37,12/16/2016 23:06,US/Pacific,37.624542,-122.428421,0.01,KSFO,,Junipero Serra Fwy N,R,San Bruno,San Mateo,CA,94066
12/16/2016 21:24,12/16/2016 22:48,US/Pacific,37.833221,-122.294678,3.07,KOAK,,I-580 E,R,Emeryville,Alameda,CA,94608
12/16/2016 22:22,12/16/2016 22:48,US/Pacific,37.830246,-122.293976,3.29,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
12/16/2016 22:37,12/16/2016 22:50,US/Pacific,37.542774,-122.286156,2.17,KSQL,,US-101 N,R,San Mateo,San Mateo,CA,94403
12/16/2016 22:28,12/16/2016 22:48,US/Pacific,38.559124,-121.453896,3.27,KSAC,,US-50 E,R,Sacramento,Sacramento,CA,95819
12/16/2016 22:45,12/16/2016 23:13,US/Pacific,37.921921,-122.348846,0.01,KCCR,,I-580 W,R,Richmond,Contra Costa,CA,94804
12/16/2016 22:10,12/16/2016 22:59,US/Pacific,37.903458,-122.31263,1.63,KCCR,,I-80 W,R,Richmond,Contra Costa,CA,94804
12/16/2016 22:48,12/16/2016 23:17,US/Pacific,38.210506,-122.147026,0.01,KAPC,,I-80 W,R,Fairfield,Solano,CA,94534
12/16/2016 22:49,12/16/2016 23:19,US/Pacific,37.348434,-121.918549,0.01,KSJC,,I-880 N,R,San Jose,Santa Clara,CA,95110
12/16/2016 22:43,12/16/2016 23:12,US/Pacific,37.703403,-121.736855,0.01,KLVK,,I-580 E,R,Livermore,Alameda,CA,94551
12/16/2016 22:41,12/16/2016 22:58,US/Pacific,38.559696,-121.468575,2.32,KSAC,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95817
12/16/2016 21:43,12/16/2016 22:57,US/Pacific,38.583893,-121.460426,1.48,KSAC,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95816
12/16/2016 22:28,12/16/2016 22:54,US/Pacific,38.553974,-121.438774,2.45,KSAC,,US-50 E,R,Sacramento,Sacramento,CA,95819
12/16/2016 22:57,12/16/2016 23:26,US/Pacific,38.426914,-122.715149,0.01,KSTS,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95407
12/16/2016 22:20,12/16/2016 23:04,US/Pacific,37.88464,-122.05484,2.2,KCCR,1823,S Main St,R,Walnut Creek,Contra Costa,CA,94595
12/16/2016 22:52,12/16/2016 23:06,US/Pacific,36.987221,-121.964867,1.62,KWVI,2756,41st Ave,R,Soquel,Santa Cruz,CA,95073
12/16/2016 23:03,12/16/2016 23:15,US/Pacific,37.80138,-122.424484,0.22,KOAK,,Lombard St,R,San Francisco,San Francisco,CA,94109
12/16/2016 23:06,12/16/2016 23:17,US/Pacific,37.86953,-122.304764,1.09,KOAK,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710
12/16/2016 23:00,12/16/2016 23:30,US/Pacific,38.346691,-121.996635,0.01,KVCB,,I-80 W,R,Vacaville,Solano,CA,95687
12/16/2016 23:09,12/16/2016 23:39,US/Pacific,37.341072,-121.900093,0.01,KSJC,228,Ryland St,L,San Jose,Santa Clara,CA,95110
12/16/2016 23:05,12/16/2016 23:17,US/Pacific,38.578423,-121.507095,1.51,KSAC,,CA-99 S,R,Sacramento,Sacramento,CA,95814
12/16/2016 23:17,12/16/2016 23:28,US/Pacific,37.773117,-122.22802,2.74,KOAK,,Nimitz Fwy S,R,Oakland,Alameda,CA,94601
12/16/2016 23:01,12/16/2016 23:28,US/Pacific,37.660484,-122.103897,3.19,KHWD,,I-880 N,R,Hayward,Alameda,CA,94541
12/16/2016 23:18,12/16/2016 23:48,US/Pacific,37.429749,-122.102783,0.01,KPAO,,US-101 N,R,Palo Alto,Santa Clara,CA,94303
12/16/2016 23:17,12/16/2016 23:28,US/Pacific,37.355362,-121.910271,2.19,KSJC,,I-880 S,R,San Jose,Santa Clara,CA,95110
12/16/2016 23:12,12/16/2016 23:28,US/Pacific,38.661205,-121.368286,2.2,KMCC,4107,Madison Ave,R,North Highlands,Sacramento,CA,95660
12/16/2016 23:29,12/16/2016 23:59,US/Pacific,37.641872,-122.405899,0.01,KSFO,,US-101 N,R,South San Francisco,San Mateo,CA,94080
12/16/2016 23:23,12/16/2016 23:36,US/Pacific,38.149788,-122.382637,2.64,KAPC,,Sears Point Rd,R,Vallejo,Solano,CA,94592
12/16/2016 22:41,12/16/2016 23:37,US/Pacific,38.557323,-121.446411,2.65,KSAC,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95819
12/16/2016 23:31,12/16/2016 23:48,US/Pacific,37.775043,-122.233192,3.62,KOAK,,I-880 N,R,Oakland,Alameda,CA,94601
12/16/2016 23:28,12/16/2016 23:47,US/Pacific,37.998032,-121.806137,1.03,KCCR,2560,A St,R,Antioch,Contra Costa,CA,94509
12/16/2016 23:39,12/16/2016 23:56,US/Pacific,37.786316,-122.416466,0.74,KOAK,600,Hyde St,R,San Francisco,San Francisco,CA,94109
12/16/2016 23:39,12/16/2016 23:56,US/Pacific,38.00256,-122.281059,1.24,KCCR,,I-80 W,R,Pinole,Contra Costa,CA,94564
12/16/2016 23:43,12/16/2016 23:55,US/Pacific,37.762558,-122.149666,1.49,KOAK,,I-580 E,R,Oakland,Alameda,CA,94605
12/16/2016 23:49,12/17/2016 0:18,US/Pacific,37.353973,-121.837837,0.01,KRHV,,I-680 N,R,San Jose,Santa Clara,CA,95116
12/16/2016 23:41,12/16/2016 23:55,US/Pacific,38.661049,-121.357063,1.59,KMCC,4625,Madison Ave,R,Sacramento,Sacramento,CA,95841
12/16/2016 23:44,12/16/2016 23:56,US/Pacific,38.732571,-120.783661,0.15,KPVF,,US-50 E,R,Placerville,El Dorado,CA,95667
12/16/2016 23:46,12/17/2016 0:05,US/Pacific,38.403038,-122.818298,1.96,KSTS,6601,Sebastopol Ave,L,Sebastopol,Sonoma,CA,95472
12/16/2016 23:53,12/17/2016 0:23,US/Pacific,37.948441,-122.51265,0.01,KDVO,,US-101 N,R,Larkspur,Marin,CA,94939
12/16/2016 23:51,12/17/2016 0:20,US/Pacific,38.302608,-122.484314,0.01,KO69,18999,Riverside Dr,L,Sonoma,Sonoma,CA,95476
12/16/2016 23:49,12/17/2016 0:19,US/Pacific,37.635273,-122.439209,0.01,KSFO,,I-280 S,R,San Bruno,San Mateo,CA,94066
12/16/2016 23:12,12/17/2016 0:05,US/Pacific,37.535004,-122.300308,1.24,KSQL,,Edison St,R,San Mateo,San Mateo,CA,94403
12/16/2016 23:58,12/17/2016 0:28,US/Pacific,37.833332,-122.2939,0.01,KOAK,,I-580 W,R,Emeryville,Alameda,CA,94608
12/16/2016 23:49,12/17/2016 0:19,US/Pacific,37.510406,-122.112007,0.01,KHWD,,Dumbarton Bridge,R,Fremont,Alameda,CA,94555
12/16/2016 23:50,12/17/2016 0:20,US/Pacific,37.728615,-121.944336,0.01,KLVK,,I-680 S,R,San Ramon,Contra Costa,CA,94583
12/16/2016 23:53,12/17/2016 0:05,US/Pacific,37.535114,-121.933685,1.7,KNUQ,,I-680 S,R,Fremont,Alameda,CA,94539
12/16/2016 22:44,12/17/2016 0:06,US/Pacific,38.589668,-121.446365,2.81,KMCC,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95815
12/17/2016 0:06,12/17/2016 0:17,US/Pacific,38.409515,-122.79895,0.82,KSTS,5522,Sebastopol Ave,R,Sebastopol,Sonoma,CA,95472
12/17/2016 0:04,12/17/2016 0:16,US/Pacific,37.660484,-122.103897,2.44,KHWD,,I-880 N,R,Hayward,Alameda,CA,94541
12/16/2016 21:43,12/17/2016 0:16,US/Pacific,38.582275,-121.462524,1.69,KSAC,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95816
12/17/2016 0:13,12/17/2016 0:25,US/Pacific,37.784199,-122.421173,0.81,KOAK,200,Olive St,R,San Francisco,San Francisco,CA,94109
12/17/2016 0:02,12/17/2016 0:25,US/Pacific,38.151569,-122.387283,2.4,KAPC,,Sears Point Rd,R,Vallejo,Solano,CA,94592
12/17/2016 0:12,12/17/2016 0:42,US/Pacific,37.953197,-122.27198,0.01,KCCR,,Castro Ranch Rd,R,El Sobrante,Contra Costa,CA,94803
12/17/2016 0:14,12/17/2016 0:44,US/Pacific,37.318172,-121.985283,0.01,KSJC,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95129
12/17/2016 0:14,12/17/2016 0:44,US/Pacific,37.119865,-121.975967,0.01,KSJC,24130,Santa Cruz Hwy,L,Los Gatos,Santa Cruz,CA,95033
12/17/2016 0:17,12/17/2016 0:46,US/Pacific,37.698124,-121.940765,0.01,KLVK,,I-580 E,R,Pleasanton,Alameda,CA,94588
12/17/2016 0:13,12/17/2016 0:43,US/Pacific,37.32061,-121.833443,0.01,KRHV,,US-101 N,R,San Jose,Santa Clara,CA,95122
12/17/2016 0:13,12/17/2016 0:25,US/Pacific,38.452656,-121.382729,1.18,KSAC,8665,Calvine Rd,L,Sacramento,Sacramento,CA,95828
12/17/2016 0:17,12/17/2016 0:47,US/Pacific,37.814957,-121.294678,0.01,KSCK,,I-5 S,R,Lathrop,San Joaquin,CA,95330
12/17/2016 0:28,12/17/2016 0:57,US/Pacific,38.496155,-122.756393,0.01,KSTS,,River Rd,R,Santa Rosa,Sonoma,CA,95403
12/17/2016 0:17,12/17/2016 0:34,US/Pacific,37.778893,-122.414948,1.16,KSFO,6,Hyde St,R,San Francisco,San Francisco,CA,94102
12/17/2016 0:26,12/17/2016 0:56,US/Pacific,37.784985,-122.392754,0.01,KOAK,,I-80 W,R,San Francisco,San Francisco,CA,94105
12/17/2016 0:11,12/17/2016 0:35,US/Pacific,37.858086,-122.301193,3.31,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
12/17/2016 0:23,12/17/2016 0:53,US/Pacific,36.650433,-121.814659,0.01,KMRY,,Cabrillo Hwy N,R,Seaside,Monterey,CA,93955
12/17/2016 0:10,12/17/2016 0:35,US/Pacific,39.127357,-121.634445,1.51,KMYV,370,State Highway 99,R,Yuba City,Sutter,CA,95991
12/17/2016 0:16,12/17/2016 0:33,US/Pacific,38.559696,-121.468575,2.87,KSAC,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95817
12/17/2016 0:33,12/17/2016 1:02,US/Pacific,39.02536,-122.659981,0.01,KUKI,13422,E Highway 20,R,Clearlake Oaks,Lake,CA,95423
12/17/2016 0:21,12/17/2016 0:47,US/Pacific,38.152969,-122.441162,1.88,KO69,4266,Sears Point Rd,R,Sonoma,Sonoma,CA,95476
12/17/2016 0:37,12/17/2016 1:06,US/Pacific,37.794052,-122.407906,0,KOAK,901,Stockton St,L,San Francisco,San Francisco,CA,94108
12/17/2016 0:31,12/17/2016 0:47,US/Pacific,37.778156,-122.391953,0.32,KOAK,200,King St,R,San Francisco,San Francisco,CA,94107
12/16/2016 22:47,12/17/2016 0:46,US/Pacific,37.784771,-122.388191,0.79,KOAK,2,Brannan St,R,San Francisco,San Francisco,CA,94107
12/17/2016 0:27,12/17/2016 0:46,US/Pacific,37.528358,-122.272293,2.43,KSQL,,US-101 N,R,Belmont,San Mateo,CA,94002
12/17/2016 0:17,12/17/2016 0:46,US/Pacific,38.284412,-122.040154,2.24,KSUU,,I-80 E,R,Fairfield,Solano,CA,94533
12/17/2016 0:26,12/17/2016 0:46,US/Pacific,37.701393,-121.879379,2.93,KLVK,,I-580 E,R,Pleasanton,Alameda,CA,94588
12/17/2016 0:30,12/17/2016 0:45,US/Pacific,39.242653,-120.751526,3.39,KBLU,,I-80 W,R,Alta,Placer,CA,95701
12/17/2016 0:48,12/17/2016 1:18,US/Pacific,38.547989,-122.720596,0.01,KSTS,2530,Mark West Springs Rd,R,Santa Rosa,Sonoma,CA,95404
12/17/2016 0:11,12/17/2016 0:55,US/Pacific,38.424294,-122.715103,1.38,KSTS,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95407
12/17/2016 0:11,12/17/2016 0:55,US/Pacific,37.854256,-122.300117,1.99,KOAK,,I-580 W,R,Berkeley,Alameda,CA,94710
12/17/2016 0:45,12/17/2016 1:15,US/Pacific,37.699741,-122.108398,0.01,KHWD,1779,164th Ave,L,San Leandro,Alameda,CA,94578
12/17/2016 0:44,12/17/2016 1:14,US/Pacific,39.464153,-121.930107,0.01,KOVE,1198,County Road Z,R,Butte City,Glenn,CA,95920
12/17/2016 0:39,12/17/2016 0:55,US/Pacific,37.374001,-121.929329,2.39,KSJC,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110
12/17/2016 0:46,12/17/2016 1:15,US/Pacific,38.556145,-121.443192,0.01,KSAC,,El Dorado Fwy E,R,Sacramento,Sacramento,CA,95819
12/17/2016 0:59,12/17/2016 1:29,US/Pacific,38.142475,-122.247528,0.01,KAPC,,Marine World Pkwy W,R,Vallejo,Solano,CA,94589
12/17/2016 0:57,12/17/2016 1:27,US/Pacific,37.778564,-122.169144,0.01,KOAK,,I-580 E,R,Oakland,Alameda,CA,94605
12/17/2016 0:58,12/17/2016 1:27,US/Pacific,37.889572,-122.058487,0.01,KCCR,,I-680 S,R,Walnut Creek,Contra Costa,CA,94596
12/17/2016 0:56,12/17/2016 1:26,US/Pacific,36.569908,-121.939957,0.01,KMRY,3299,Palmero Way,R,Pebble Beach,Monterey,CA,93953
12/17/2016 0:59,12/17/2016 1:28,US/Pacific,37.718689,-121.6623,0.01,KLVK,,I-580 E,R,Livermore,Alameda,CA,94550
12/17/2016 1:10,12/17/2016 1:40,US/Pacific,37.325977,-122.050873,0.01,KNUQ,,CA-85 S,R,Cupertino,Santa Clara,CA,95014
12/17/2016 1:09,12/17/2016 1:38,US/Pacific,37.352329,-121.968643,0.01,KSJC,,San Tomas Expy,R,Santa Clara,Santa Clara,CA,95050
12/17/2016 1:27,12/17/2016 1:57,US/Pacific,37.825649,-122.304092,0.01,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
12/17/2016 1:35,12/17/2016 2:05,US/Pacific,39.259281,-123.220009,0.01,KUKI,,CA-20 W,R,Redwood Valley,Mendocino,CA,95470
12/17/2016 0:59,12/17/2016 1:46,US/Pacific,38.252411,-122.638268,4.96,KO69,,US-101 N,R,Petaluma,Sonoma,CA,94954
12/17/2016 1:34,12/17/2016 1:46,US/Pacific,37.932053,-122.515961,1.17,KDVO,,US-101 N,R,Corte Madera,Marin,CA,94925
12/17/2016 1:07,12/17/2016 1:46,US/Pacific,37.603668,-122.382286,1.7,KSFO,,Bayshore Fwy S,R,Millbrae,San Mateo,CA,94030
12/17/2016 1:23,12/17/2016 1:46,US/Pacific,37.818886,-122.349312,5.11,KOAK,,San Francisco-Oakland Bay Brg E,R,Oakland,Alameda,CA,94607
12/17/2016 1:34,12/17/2016 2:04,US/Pacific,37.823929,-122.317413,0.01,KOAK,,I-80 W,R,Oakland,Alameda,CA,94607
12/17/2016 1:34,12/17/2016 2:04,US/Pacific,37.883526,-122.30864,0.01,KOAK,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710
12/17/2016 1:10,12/17/2016 1:46,US/Pacific,38.223118,-122.257736,1.64,KAPC,880,Napa Vallejo Hwy,R,Napa,Napa,CA,94558
12/17/2016 0:34,12/17/2016 1:46,US/Pacific,37.891796,-122.129395,4.92,KCCR,,CA-24 E,R,Lafayette,Contra Costa,CA,94549
12/17/2016 1:31,12/17/2016 2:01,US/Pacific,37.668953,-122.10939,0.01,KHWD,,Nimitz Fwy S,R,Hayward,Alameda,CA,94541
12/17/2016 1:32,12/17/2016 2:02,US/Pacific,38.237938,-122.096626,0.01,KAPC,,I-80 E,R,Fairfield,Solano,CA,94534
